,S1,S2,S3,S4,S5,S6,S7,S8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8
23,110.8722961,102.3590105,98.07495233,103.1313702,113.5638287,100.771107,103.4030432,110.6696734,103.5178747,99.26977416,105.2357045,97.99687547,98.44108255,103.2035308,98.41576501,102.873496,78.39046211,75.57711673,81.67913919,85.61072988,84.06761518,83.36711189,77.06758383,84.56309686
24,109.123865,99.13893663,98.15235102,99.58968889,111.7243116,100.6843764,99.89830063,109.1016058,103.9218873,99.71199408,105.6728779,98.45134615,98.83983831,103.7268142,98.88521799,103.3410654,75.92772733,72.99044107,79.36962641,83.50902446,81.83843975,81.13884489,74.81230819,82.34404178
25,109.9266204,100.1163661,100.2096541,100.9184798,112.5814719,102.9610819,101.1991606,110.0075415,104.1125311,99.63545718,105.8469022,98.51287481,98.74649553,103.9796116,98.84005783,103.4886419,76.93140007,74.17870792,81.39076349,85.39788067,83.92609285,82.98953315,75.84707052,84.31617566
26,111.3392713,100.2012842,102.527564,101.3713507,114.1068798,105.3690554,101.5803831,111.623632,104.3281094,100.2126176,106.0206413,99.32644625,99.46371337,104.3950528,99.48326196,103.7481185,77.6722154,75.05958116,80.96248182,84.72278974,83.33515893,82.30943249,76.54893964,83.65613318
27,111.7979463,100.2161394,102.9622512,101.774744,114.5820672,105.722759,101.8869359,112.247204,104.3468582,100.5012822,106.0344501,99.84977953,99.97693662,104.625903,99.8322506,103.8135397,77.76470438,75.43578834,82.32583076,86.12564479,84.75274156,83.5851267,76.69145517,85.0569177
28,115.6342933,100.3965954,105.8216825,102.4421766,118.5538957,108.5478185,102.2422216,115.910153,103.678925,99.69174363,105.3093262,99.1739355,99.13751996,103.970214,99.20089918,103.1834975,79.6423932,77.6417718,85.14935765,89.01795997,87.82234811,86.38750153,78.6089744,87.95105333
29,114.0691493,100.7927055,106.2449899,102.7421419,117.0360585,108.816269,102.4800505,114.5916766,103.8615038,100.0924699,105.3888457,99.74760245,99.79591422,104.3419974,99.80845111,103.5243965,80.46781351,78.73544228,87.5573282,91.5618772,90.48183206,88.78028246,79.51502243,90.58944359
30,114.9860965,100.4108399,107.5237835,102.4713248,117.9356147,109.9959525,102.1629566,115.4993707,103.6014993,100.3742818,105.0772065,100.1029167,100.1335264,104.2454143,100.2115175,103.2684748,77.39291254,75.20183028,82.37992,86.42426224,85.10040168,83.32683607,76.57438285,85.42286248
31,113.7699213,100.525185,107.6963907,102.4543474,116.6411293,110.1748046,102.3449882,114.5811187,103.798924,101.3407587,105.3049176,101.1701262,101.314275,104.5630814,101.3031342,103.5379157,75.25747123,72.48834684,78.26759036,82.27733849,80.73211263,79.05018478,74.47693502,81.27770789
32,114.7777531,100.7578826,108.2156467,102.8571382,117.5931675,110.75216,102.8357422,115.5926542,103.222531,100.6396116,104.8045267,100.5420871,100.5589458,104.0135711,100.582985,102.9261233,74.98495777,72.0474231,77.95747341,82.04814168,80.46621055,78.78101169,74.15925756,81.17147035
33,113.689461,98.89760919,105.868532,100.6978099,116.7450751,108.410052,100.6705341,114.5122453,103.9332518,101.3883553,105.451773,101.3914942,101.4151633,104.8641155,101.2699463,103.576773,72.38863835,69.2319485,73.51256647,77.52880869,75.74282913,74.22891195,71.60032434,76.40276809
34,113.7744746,98.90205331,106.2556428,100.8503063,116.8968587,108.7781566,100.8088824,114.4271044,103.7877068,101.3959,105.2641019,101.5321115,101.4462622,104.8263657,101.253792,103.3581339,71.50922123,68.05890014,72.71078802,76.88572727,75.02005915,73.49254312,70.64541252,75.7951987
35,111.9551156,96.74989947,103.5023945,98.39185273,115.3168087,105.9797943,98.4386366,112.669253,103.9729685,102.1939826,105.399354,102.458288,102.4015304,105.1097556,102.1242963,103.5373717,66.41395763,62.36121356,68.00500839,72.37848347,70.11928143,68.99820684,65.54941433,71.11171637
36,115.4800358,97.1389643,103.7919611,99.27787275,118.9137728,106.5576728,99.11983905,115.895917,104.2759549,102.3490547,105.7652895,102.823364,102.6519242,105.6219793,102.2289565,103.7418604,69.76824268,66.80809591,73.21086919,77.32261719,75.58312362,74.00605657,69.23420388,76.34080745
37,121.8093645,99.52101954,105.2169561,102.1364511,125.4926193,108.1667061,101.947391,121.7831607,103.2203744,101.9185479,104.7447888,102.3176319,101.9508262,104.5445177,101.6106656,102.5579694,73.70025163,72.4037438,80.81741023,84.1765591,83.12802199,81.14955842,73.56954548,83.91168556
38,123.0445069,100.6863547,108.6454724,103.8615951,126.8468598,111.9604479,103.4452094,123.0192319,104.2357332,102.1634884,105.5952024,102.5067088,102.3554942,105.6124677,101.6931413,103.4726148,81.00076978,83.37061098,91.10576372,93.18632437,93.19333119,90.60757785,81.87101089,93.4516041
39,133.3561058,106.0097368,115.9929143,110.4134494,137.397728,120.2346266,109.7595385,132.7073368,103.2506518,101.6746464,104.7097376,101.9918409,101.7053823,104.5985219,101.2153667,102.5350493,87.61351263,93.47266973,103.3425218,103.5902838,105.3093672,101.4184317,89.58089722,104.915564
40,131.1000503,105.0736168,120.4433292,109.5695197,135.0203843,124.5728679,108.6655345,130.5492102,103.094415,102.6033551,104.5063185,102.8860219,102.5742462,104.4441834,102.246383,102.3786466,87.20422428,92.02487527,102.611843,103.0713799,104.6230966,101.0922142,88.72707178,104.4126939
41,141.1759592,111.2622898,127.1007298,118.1080346,145.7599695,132.2319653,116.4248796,140.4390548,102.9320938,102.8881321,104.4309306,103.2200979,102.6486305,104.2524365,102.4783795,102.2901533,96.019531,106.2277793,116.2981617,113.4825356,116.9559386,111.6284402,99.44826319,117.3178864
42,146.8869699,113.8093793,130.0459921,121.776361,151.8380319,135.5595946,119.7747179,146.1429374,102.8841022,102.5316467,104.4688467,102.8537296,102.2244601,104.1046298,102.0862041,102.1952066,95.54201217,107.3527497,119.0232984,115.0925978,119.1605806,113.2147711,99.79730703,119.5249141
43,142.7717184,112.1591374,126.8911341,119.6983077,147.5265823,132.0891637,117.6675732,142.3604712,103.0912117,102.5563895,104.8524061,102.8852279,102.2008386,104.3367183,102.1616597,102.4713431,91.19985203,99.99868065,111.1675558,108.6930764,112.1539686,107.055079,94.04115904,111.886866
44,135.1237846,106.6997804,120.3830766,112.7585909,139.3232343,125.0586451,110.5787121,134.5591746,103.3057905,102.7426656,105.0961021,102.9582172,102.3160389,104.5449996,102.3159448,102.7734374,76.94479717,78.41818904,86.63542228,88.20334182,89.82882822,87.35969301,75.65593047,87.81391363
45,130.7500763,104.724194,117.9248486,110.484049,134.8734951,122.2906289,108.1875816,130.5322502,103.26278,103.0372932,105.061334,103.1293922,102.3523576,104.4699217,102.6051596,102.7467378,80.81074334,83.79698049,91.19912344,91.60545011,93.7635248,90.44662147,80.56904396,92.06530573
46,120.6646665,98.71261137,109.3590425,102.5995071,124.011186,112.789938,100.1698309,120.3660972,103.6372722,103.7200612,105.4958825,103.6419554,102.9149634,105.0251364,103.148023,103.2796923,75.30578277,75.66637892,82.55923737,84.83164963,86.49467754,84.23006302,73.66599686,84.22760927
47,115.8082373,95.44261293,106.0747461,98.86585702,118.9018344,109.0473598,96.36006053,115.7303318,103.7781279,104.576297,105.7957807,104.3812444,103.8541578,105.3821839,103.9339288,103.6803945,75.89918262,77.00557055,85.79675351,87.47266885,89.50622176,86.80548279,74.73426196,87.24859113
48,113.9335169,93.20572788,106.6546835,96.26681731,116.9413635,109.4619616,93.75232065,113.7649973,103.7053845,104.8482886,105.8855857,104.4568485,103.8796538,105.4007335,104.0117032,103.735901,73.75716475,74.83173052,85.10166586,86.90815819,88.96631873,86.29966785,72.58713122,86.75040309
49,121.1482479,99.17496909,114.4618073,103.5344446,124.9652774,118.4972128,100.4991714,121.178289,103.6271848,104.3077496,105.9867736,103.8278911,103.2189003,105.2383856,103.4305945,103.7653729,77.62891571,80.04388595,91.97676077,92.22531788,95.06545047,91.88915228,77.33619319,93.06304764
50,120.4566777,98.29872917,111.4972621,102.3171462,124.4217129,115.1968739,99.43225694,120.411483,103.9747246,104.5099166,106.5099061,104.0542906,103.5468246,105.7769515,103.53197,104.3777396,75.37146405,76.45243709,86.94847307,88.01799987,90.30479964,87.57461411,74.21947679,88.12812309
51,124.9160856,100.9574562,115.9976309,105.7506525,129.3814555,120.4836229,102.5739556,125.0562552,104.5018185,104.3760155,106.9246311,103.9530556,103.4734364,106.2517433,103.4189388,104.9286652,80.38091848,84.10943422,96.08961189,95.0236765,98.65780537,95.0160742,81.28857892,96.59093721
52,130.4199175,102.5931219,117.1225501,107.9615169,135.2010984,122.1350675,104.7488342,130.3358864,104.544696,103.2502514,106.8473244,102.9121141,102.4360089,106.1864263,102.2880617,104.9001166,78.54972098,81.4194031,92.66327319,92.12392728,95.41925868,91.99303691,78.83195717,93.33995004
53,132.8101476,104.7148878,121.3238125,110.9136643,137.9359557,127.0261864,107.5168049,132.908129,104.1826064,103.1655072,106.3970193,102.7504673,102.1331567,105.6644257,102.1641523,104.3681722,79.72893836,83.06781131,93.59292546,92.60480018,96.24467258,92.53502661,80.39415761,94.17758527
54,134.8073194,105.7422139,121.9315686,112.1953934,139.9402183,127.6758748,108.686338,134.7625556,104.77831,104.1312853,106.9503363,103.6774263,103.2471838,106.3540815,103.0703445,105.200666,77.10160235,78.20166361,87.21674155,88.29196353,90.425824,87.44793966,76.20638722,88.41297028
55,130.9706581,106.0185536,118.9420786,112.1924004,136.0615949,124.2469884,108.7325982,131.2581281,104.7535189,104.5683081,106.9918625,104.0993205,103.6690158,106.3269346,103.3457531,105.2637435,77.05382785,77.91435136,85.71536685,86.9896002,88.9547793,85.99387462,75.87300486,86.8788227
56,137.5335666,108.9116123,123.7655717,116.118618,142.4822597,129.9602254,112.4570586,137.5743288,105.2547653,105.7007996,107.453291,105.1786759,104.9662069,107.0482491,104.3527946,105.9451098,80.65226724,85.3565904,93.9266248,92.58599818,96.63368138,92.54616425,82.23196989,94.47780507
57,137.7591365,107.332995,121.6785114,113.8726202,142.6741323,127.4810987,110.4318706,137.4707725,105.9365115,107.0812063,108.0253112,106.5734205,106.6820598,108.1305275,105.5944771,107.0880368,77.21432544,78.40564179,85.28878647,86.36368543,88.29360172,85.37503565,75.74640601,86.55130338
58,136.047267,107.3277149,120.5386361,113.7638999,140.788404,126.3635277,110.4018071,136.1093373,105.8369019,107.7358569,107.7836498,107.1874773,107.4235144,108.1524814,106.3233108,107.0797626,73.88061825,72.62441317,80.54806141,83.38673712,83.72710322,81.42203848,70.67452344,82.06676368
59,132.7516619,104.4236053,116.6623877,109.7128608,137.5867808,121.5026428,106.6487073,133.0025548,106.5845441,108.0255194,108.4837818,107.5539665,108.2690469,109.2884862,106.6430485,108.228812,69.41148591,64.24828276,70.14123868,75.31866114,73.05129407,72.31675133,63.50871529,71.70332564
60,129.4814928,103.4075276,114.9619765,108.2113832,134.2074743,119.8021985,105.2477734,130.136389,107.7651298,109.5236555,109.6200116,109.1631125,110.3351655,110.8418274,108.157093,109.6107831,71.47947467,67.25752096,71.21313853,75.60149728,74.03573802,72.92960237,66.09187903,72.58743275
61,129.3668243,103.9439846,114.834092,108.6552744,133.8616115,119.8890987,105.6897789,130.0096676,107.6506298,109.1997015,109.4574882,108.7249337,109.9008173,110.5269952,107.8304472,109.175794,69.95287256,64.55866972,69.69592145,74.97966136,72.45330823,71.81731708,63.75490146,71.10298833
62,127.6608266,101.7747009,113.1209463,106.0659566,132.0159951,117.822257,103.1541713,128.3947296,107.2766969,107.5905556,109.0887112,107.0402196,107.9940063,110.0576579,106.0125883,108.6284948,70.08012989,65.28477974,72.3896155,77.55903257,75.23784547,74.36089651,64.43117778,73.86842509
63,124.2577981,98.13873226,107.3680734,101.4867095,128.4500965,111.1599548,98.81273763,125.0782974,108.2709086,107.8846139,110.174927,107.4075787,108.6837068,111.3899729,106.1682619,109.9780008,67.1582764,59.94517386,67.05401807,73.38842731,69.91302045,69.60727908,59.94346684,68.37383964
64,121.6507279,98.30490747,105.8074641,101.2647606,125.7656242,109.2935112,98.62371721,122.8571828,107.7116823,108.114262,109.606803,107.4430641,108.5009723,110.6806432,106.2012942,109.1537993,65.51454472,56.78150857,63.9163444,70.73434525,66.9763645,66.80522733,57.26620782,65.22137399
65,122.0075932,96.66097873,105.1572838,99.17611834,126.2148784,108.4289788,96.61778984,123.1526398,109.1154323,109.5194328,111.0264519,109.0652994,110.4603694,112.2962508,107.6281771,110.7917765,63.99358402,53.59780454,60.62641517,68.22582,63.9777051,63.83490442,54.59948496,62.03735847
66,119.1830353,96.33553675,106.9085787,98.60197472,123.5033128,110.0543992,96.05038032,120.7652767,109.6835289,109.682195,111.5775116,109.5449685,111.337791,113.2323081,107.878664,111.6520078,68.39110645,61.76946383,69.29852533,75.51821447,72.54121056,72.13343312,61.54147301,70.97625639
67,117.8768375,95.15608049,108.065674,96.89734867,122.3243381,111.0416779,94.45864641,119.6655265,109.1053052,109.588407,110.8269802,109.5451773,111.07039,112.4243584,107.8191849,110.6014292,70.22942967,64.63173468,72.26072571,78.13792222,75.46257466,74.93872176,64.04046229,74.06170402
68,116.7205293,94.67584721,106.8263774,95.79148064,121.0799722,109.5049788,93.48974967,118.5976917,110.1296289,109.982947,111.5329564,110.3104591,112.7505843,113.6679563,108.7124027,111.9700674,68.52468824,61.0476543,68.78205648,75.69382862,72.45205054,71.81124631,61.04270405,70.77362867
69,119.4706193,95.02406881,107.6492681,96.42298083,123.8060776,110.4605448,94.12430221,121.1207417,109.2188058,109.2473503,110.4320363,109.5758494,111.4702353,112.3387753,107.8928397,110.5045413,68.63592694,61.65503119,68.86378198,75.44838888,72.30786366,71.81320166,61.52124456,70.65672781
70,117.8030271,94.65709987,105.3847958,95.7693446,122.2203944,108.0149583,93.57494265,119.8021654,108.8333592,108.8775617,109.9800107,109.2198061,110.6405911,111.6418103,107.2926666,109.6407058,73.16497244,69.06927469,75.10074962,80.23232823,77.79216585,77.94809087,68.14788802,76.54680914
71,115.5938809,93.55729451,102.2996299,94.13279078,120.2410111,104.6350056,92.06928183,117.9128714,109.3211872,108.4670695,110.3849531,109.0161769,110.5871585,112.2218328,106.9048376,110.1997586,72.69472878,67.81261691,72.08317562,77.23220586,74.81734774,74.92531804,67.01798272,73.40977267
72,117.40504,93.41839427,104.6737986,94.19823681,122.0565847,107.1159215,92.16626588,119.6485091,108.3868084,107.6119101,109.6154668,108.229853,109.2841599,111.1150918,105.8756411,109.1776473,70.2500072,63.50299627,67.73924054,73.55821908,70.93621724,70.42118426,63.24526802,68.94288993
73,118.6602965,94.74909724,104.8092153,95.66160054,123.3788603,107.4218193,93.66098269,120.8649964,108.2924544,108.2341014,109.5133942,108.9254185,110.2254927,111.2060044,106.5859327,109.2727271,68.78053633,60.41977421,62.17296132,68.24246055,65.57988743,64.67470526,60.62099983,63.15195944
74,118.119101,93.32053248,105.1335927,93.93972356,122.8335183,107.6806439,91.97275903,120.3489143,107.7856817,106.9208496,108.9541932,107.4425208,108.3628599,110.539285,104.9506274,108.59639,67.7010176,59.38240456,62.10598329,68.20080348,65.49715631,64.54100017,59.58264886,63.02615338
75,115.5990818,91.47534971,106.1617815,91.93958808,120.2094134,108.682515,89.95844324,118.1263966,107.5545085,106.290038,108.663606,106.4379386,107.2259579,110.0737207,103.9779722,108.1710126,67.39796617,58.41104585,61.22699693,67.71750211,64.87000624,63.61499141,58.71648204,62.25932828
76,114.2406379,90.62404568,105.3393773,90.91144556,118.8488256,107.8569234,89.01206156,116.8123386,107.6207828,106.0596565,108.5990732,106.0033289,106.7714461,109.9534396,103.467574,108.131449,67.51760629,59.94825944,64.02039304,69.81602789,67.06063388,66.3732163,60.00799658,64.84223328
77,114.0539168,91.65670238,106.9759329,91.88751323,118.8617958,109.5327114,90.05172133,116.6884697,107.4368313,105.5660608,108.2577945,105.2988735,105.792005,109.4509198,102.5937137,107.7261087,66.01183431,57.40033785,62.95239281,69.52609699,66.44680205,65.18989575,57.64362314,63.95553746
78,113.0552228,88.78831293,103.6013081,88.76237748,118.0940752,105.7073077,86.95268579,115.7146497,106.184355,104.8554205,106.7881081,104.358376,104.3347272,107.8572567,101.5240801,106.1287805,62.43984856,50.81725977,54.75757623,62.40388945,59.33542302,56.84778734,51.49233708,55.67405024
79,111.7124393,88.80412052,103.032598,88.71794514,116.8190808,104.9627404,86.82218869,114.4111538,105.2564911,104.8924402,105.7089064,104.0951689,103.6481004,106.6145956,101.3030926,104.9318299,62.32820788,50.34417674,54.20317726,62.01519687,58.88965823,56.29927942,51.11199871,55.18157444
80,109.1306455,89.17600908,102.2652125,88.95977851,114.4142284,103.6986361,86.89222911,112.1254437,104.7069219,104.5327211,104.949031,103.6595612,102.8591205,105.8944513,100.8492478,104.2321257,61.94428243,49.92613924,53.93745534,61.66682283,58.58641596,55.98622123,50.74337314,54.89684569
81,106.648935,87.28883121,102.2849255,86.81267723,111.9954558,103.1217674,84.62408495,109.9804705,104.816952,105.0325271,104.7858034,104.0464911,103.1145872,105.8493488,101.2608392,104.2058866,62.02477556,48.69928819,52.25448867,60.26837972,57.24943685,54.22795837,49.853223,53.18169294
82,106.7678781,86.14076613,101.7516909,85.48121484,112.1165671,102.3574327,83.2875206,110.1730988,105.8475734,105.0974425,105.5289293,104.3426203,103.6858197,107.0231327,101.5286248,105.191967,60.60004119,46.19174408,49.75186834,58.07700982,55.22041209,51.68655541,47.64894363,50.6875963
83,106.2065309,86.78629536,101.7846055,86.03579324,111.5471018,102.1524571,83.81789686,109.7494454,105.8106954,105.2373558,105.181491,104.6972469,104.0531133,107.0255791,101.760906,105.1176206,57.76103195,41.26266213,44.6014626,53.27791726,50.73254917,46.52253764,43.39329805,45.5311948
84,104.0818626,85.21133364,101.5433836,84.17296365,109.488279,101.5624792,82.13612389,108.009631,105.7842903,105.2187093,104.9307511,104.6733443,103.8772863,106.961987,101.5911645,104.9863009,57.7475932,41.33468611,44.10366333,52.57281835,50.17217217,46.10459386,43.47958488,45.10601272
85,102.7367355,85.01292442,101.2477784,83.80605891,108.0683874,101.265532,81.86151805,106.8480684,105.6450394,105.7132434,104.57403,105.070078,104.0874123,106.744667,101.8543023,104.6822857,58.193786,41.95182347,44.66912935,53.20415377,50.75513439,46.67324558,44.0126202,45.78756778
86,107.061041,85.3930013,103.290916,84.35787599,112.1819178,103.826007,82.43977444,110.5748517,106.188893,106.1012103,104.9743368,105.4501817,104.6295649,107.3330039,102.302113,105.2134763,60.39702178,46.69229677,50.53903957,58.87280328,56.33415943,52.0656295,47.89280583,51.8685884
87,104.7416368,84.9653984,102.9488569,83.63993786,109.8727845,103.0369073,81.63504372,108.3839811,106.0051947,106.0509586,104.8313814,105.4089639,104.2148364,107.1863453,102.1811668,104.8639834,59.64616134,46.30348572,51.46715001,60.0462316,57.27095366,52.87074419,47.38350194,52.87099454
88,100.5922615,85.45822922,102.8600264,83.99860306,105.7375138,102.7439468,81.9184202,104.6393346,105.1739262,104.8730857,104.0741546,104.125262,102.1110916,106.2324702,100.7535712,103.7375692,59.44701919,45.60735819,51.18059739,60.14388156,57.100485,52.58548635,46.79086834,52.69752784
89,103.3139503,86.71334139,105.59697,85.70730343,108.2217663,105.6968028,83.82892072,107.1385208,105.8389634,104.8664796,104.7042962,104.3290518,102.4665709,107.0853809,101.0567338,104.6262949,58.34694145,44.34252784,48.73267773,57.40489881,54.68093961,50.3894345,45.60102459,50.2842923
90,98.31069854,84.89274286,104.0611072,83.25409439,103.7191195,103.4911906,81.22589519,102.7289539,105.6342158,104.0694281,104.4461079,103.4708416,101.2167975,106.7379695,100.2477353,104.2248024,55.42100448,39.20930541,42.91712738,52.02346217,49.56813264,45.27165327,41.36247603,44.78156768
91,98.92040553,83.65101552,102.3183971,82.07140112,104.4498784,101.7644317,80.16965997,103.2986241,105.1653774,103.8350976,103.9417334,103.0756039,100.4167441,106.1223168,99.82912951,103.6131776,55.48093456,39.43194922,43.66301032,52.82369461,50.23239466,45.94796317,41.56086231,45.57270403
92,98.55482321,83.27831323,101.4355512,81.25928768,104.6158671,100.4703718,79.33480978,103.0224759,105.2737057,103.9581458,104.041721,103.266344,100.6007261,106.3059681,100.0878843,103.9057473,53.97678324,37.13603507,41.57936263,51.03717765,48.34035347,44.10081359,39.72763633,43.51327918
93,94.6042869,82.05665205,95.87045395,79.37534672,101.2872232,94.56926657,77.33253689,99.40759085,105.7105873,104.4659423,104.5260625,104.0966151,101.6200798,106.8611432,100.9448391,104.5507859,54.46393125,38.40411494,42.6319673,51.76252231,49.14171737,45.14157339,40.63956992,44.5271807
94,90.41521067,79.39790525,92.60231961,76.28359263,97.47709831,90.94048702,74.38409885,95.53705055,106.0472704,105.1346266,104.9227914,105.0093063,102.5538861,107.3286828,101.7499228,105.0749454,53.85548163,36.22050231,39.94550543,49.33471964,46.76305554,42.5796134,38.98044012,41.8849674
95,90.7938008,78.99110403,93.83736029,75.92595742,97.98116139,92.02497516,74.14494928,95.88123887,106.1063593,105.3110081,105.2313164,105.2063025,102.6122239,107.3471921,101.8965842,105.2445073,54.00797665,36.0016444,39.66616857,49.19532175,46.58532929,42.27499012,38.83708782,41.6411628
